"","sample","time","OTU54","OTU295","OTU865","OTU42","OTU31","OTU317","OTU24","OTU190","OTU1094","OTU18","OTU357","OTU57","OTU790","OTU979","OTU30","OTU138","OTU850","OTU72","OTU435","OTU211","OTU738","OTU142","OTU256","OTU458","OTU236","OTU315","OTU354","OTU736","OTU1073","OTU128","OTU1242","OTU53","OTU322","OTU785","OTU302","OTU25","OTU721","OTU129","OTU374","OTU914","OTU861","OTU516","OTU281","OTU1243","OTU508","OTU1002","OTU1026","OTU703","OTU527","OTU1111","OTU1075","OTU690","OTU807","OTU64","OTU1117","OTU744","OTU46","OTU32","OTU655","OTU537","OTU159","OTU729","OTU149","OTU384","OTU382","OTU875","OTU38","OTU1028","OTU777","OTU59","OTU695","OTU309","OTU766","OTU521","OTU398","OTU488","OTU373","OTU932","OTU245","OTU418","OTU1","OTU234","OTU745","OTU708","OTU871","OTU395","OTU730","OTU1088","OTU68","OTU85","OTU764","OTU381","OTU80","OTU76","OTU830","OTU1101","OTU33","OTU523","OTU1015","OTU48","OTU1225","OTU706","OTU825","OTU184","OTU50","OTU19","OTU1041","OTU827","OTU751","OTU420","OTU495","OTU525","OTU772","OTU771","OTU487","OTU1014","OTU204","OTU449","OTU446","OTU630","OTU1235","OTU718","OTU1069","OTU870","OTU288","OTU444","OTU84","OTU821","OTU396","OTU75","OTU329","OTU346","OTU978","OTU714","OTU590","OTU108","OTU868","OTU45","OTU325","OTU415","OTU1234","OTU765","OTU720","OTU945","OTU51","OTU1105","OTU734","OTU270","OTU136","OTU705","OTU36","OTU463","OTU750","OTU728","OTU379","OTU731","OTU833","OTU78","OTU228","OTU616","OTU404","OTU803","OTU801","OTU112","OTU246","OTU47","OTU401","OTU724","OTU878","OTU1184","OTU691","OTU1110","OTU836","OTU1078","OTU529","OTU343","OTU1113","OTU798","OTU1232","OTU260","OTU65","OTU41","OTU710","OTU1074","OTU146","OTU21","OTU333","OTU685","OTU4","OTU709","OTU352","OTU873","OTU908","OTU788","OTU297","OTU1077","OTU815","OTU532","OTU6","OTU450","OTU524","OTU125","OTU1021","OTU63","OTU1229","OTU390","OTU610","OTU1100","OTU67","OTU319","OTU274","OTU802","OTU752","OTU837","OTU225","OTU505","OTU436","OTU437","OTU864","OTU717","OTU862","OTU533","OTU389","OTU689","OTU789","OTU156","OTU832","OTU753","OTU209","OTU740","OTU711","OTU79","OTU1239","OTU202","OTU383","OTU743","OTU86","OTU704","OTU732","OTU1237","OTU956","OTU5","OTU1139","OTU692","OTU1135","OTU723","OTU151","OTU522","OTU768","OTU770","OTU1192","OTU338","OTU1207","OTU3","OTU867","OTU885","OTU819","OTU55","OTU122","OTU447","OTU716","OTU1233","OTU698","OTU34","OTU1082","OTU534","OTU769","OTU387","OTU89","OTU889","OTU767","OTU905","OTU263","OTU261","OTU1018","OTU426","OTU29","OTU786","OTU82","OTU386","OTU376","OTU943","OTU179","OTU7","OTU312","OTU481","OTU737","OTU20","OTU320","OTU774","OTU626","OTU434","OTU605","OTU456","OTU863","OTU893","OTU70","OTU1236","OTU1090","OTU952","OTU69","OTU37","OTU999","OTU872","OTU810","OTU496","OTU1104","OTU707","OTU1001","OTU1031","OTU795","OTU466","OTU866","OTU427","OTU279","OTU469","OTU792","OTU49","OTU712","OTU1093","OTU460","OTU272","OTU874","OTU375","OTU345","OTU869","OTU797","OTU509"
"103","B1859","LOS2-post disease",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60,0,20,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,101,0,68,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,1,0,4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21902,0,0,0,15,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"104","B1866","LOS2-post disease",0,0,0,0,0,1,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,244,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,54,0,1744,0,4,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,2,0,0,16,0,0,273,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,273,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,83,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,3,0,556,0,16,0,13135,0,0,0,0,0,1837,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5164,0,5,0,1,0,0,1,0,0,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,1,0,0,0,3,58,0,0,0,0,0,0,0,0,0,17,66,0,0,0,0,0,0,0,0,0
"105","B1869","LOS2-post disease",0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,221,0,0,2,0,0,1362,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,25,0,808,0,3,0,0,23,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,775,0,1,0,0,4,0,0,18,0,0,266,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,429,0,10,0,13683,0,0,0,0,0,4689,0,0,0,0,5,0,0,0,0,0,0,0,78,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2412,0,5,0,1,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,0,1,0,1,0,3,9,2,0,1,0,0,0,0,0,0,43,8,0,0,0,0,0,0,0,0,0
"106","B1901","control1-early post partum",0,0,2,0,5,55,0,0,6,0,0,26,0,3,5007,2,0,0,0,12,7,25,1,0,1,9,3,300,1,135,0,0,29,2,2,12,5,0,0,1,53,0,1,27,0,4,253,0,4,51,0,0,0,0,0,0,302,0,0,0,1,226,12,3,0,7,8,38,27,0,10,2,0,1,6,0,0,29,0,0,0,572,8,0,4,4,321,18,0,54,0,1,2,0,5,1,0,0,0,106,0,0,0,1,0,5,53,0,2,0,1,20,6,2,0,9,0,0,0,0,6,54,1196,52,31,6,27,3,0,1,4,1,4,231,7,13,3,0,1567,0,4,0,16,0,9,24,199,2,0,0,0,0,11,399,3,306,2,4,10,7,1,10,2,3,10,5,3532,67,13,3,0,2,0,4,0,4,50,0,1,0,0,0,0,2,0,2,12,0,0,0,0,1,0,0,1,0,1,2,2,7,9,71,9,2,2,0,2,3,0,13,22,23,698,0,29,0,0,0,0,10,219,73,0,0,1455,0,0,0,1,6,1,0,0,6,0,757,434,2,10,0,9,0,0,10,0,1,0,0,0,4,0,1,0,0,31,246,0,0,186,1,3,0,2,301,0,0,101,1,3317,443,1,32,1,48,2,0,1889,0,28,8,0,0,1,0,0,0,11,0,0,59,11,0,1,0,0,5,0,0,1,2,0,74,656,2,162,0,0,14,249,2,143,0,0,189,9,0,14,0,0,3,0,0,0,0,0,5,8,0
"107","B1902","control1-early post partum",1,0,0,0,1,29,0,1,7,1,0,31,0,5,4943,2,0,0,0,15,11,27,0,0,1,1,0,303,4,105,0,0,12,0,0,13,2,2,0,0,27,0,3,30,0,12,262,0,4,51,0,0,3,0,0,0,233,1,0,0,3,228,6,7,0,7,2,33,19,3,10,2,1,1,6,0,0,64,2,0,0,714,3,1,1,6,333,17,0,56,0,1,1,0,2,1,3,0,0,48,0,0,1,0,0,3,42,3,1,0,0,14,1,1,0,3,0,0,0,0,9,128,1199,28,51,2,27,16,0,0,3,2,1,177,7,4,3,0,1519,0,0,0,9,1,11,42,205,0,0,0,0,0,13,317,0,307,2,2,5,4,5,4,0,6,10,4,3514,63,7,1,0,1,0,10,3,0,35,1,1,1,0,0,6,0,0,3,9,1,2,0,0,0,2,0,1,0,1,6,0,18,3,76,5,3,0,2,0,2,0,15,19,24,652,3,25,0,0,0,0,4,248,29,0,1,1804,0,3,3,0,3,2,0,0,5,0,743,354,2,12,2,10,0,0,1,1,1,0,0,0,0,0,2,0,0,7,223,0,2,284,1,1,0,4,220,0,0,219,0,3236,374,0,46,3,46,4,0,2235,0,14,6,0,0,0,0,1,0,6,2,0,23,24,0,0,1,0,5,0,12,0,6,0,45,601,5,123,0,0,30,220,4,117,0,0,149,9,0,9,0,0,4,0,0,0,0,1,5,6,0
"108","B1904","control1-early pre-onset",0,0,1,0,4,39,0,2,3,0,0,29,0,6,4952,4,0,0,0,8,7,22,1,0,1,2,2,337,2,106,0,0,31,0,0,15,8,0,0,0,44,0,4,2,0,13,301,0,3,109,0,0,1,0,0,0,296,1,0,1,6,204,7,12,0,1,9,31,19,4,9,1,0,1,4,0,0,66,0,0,0,845,2,1,0,8,382,16,0,64,0,2,1,0,4,1,0,0,0,55,0,0,0,1,0,3,56,3,4,0,1,13,4,2,0,5,0,0,0,5,10,38,1234,43,35,3,36,18,0,0,4,4,3,242,7,10,10,0,1508,0,4,0,17,0,3,53,210,2,0,0,0,0,15,360,1,412,3,5,9,6,4,8,1,6,5,3,3836,83,10,5,0,1,0,6,2,4,33,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,1,7,0,19,3,84,24,1,3,1,1,3,0,15,22,27,613,0,29,0,0,0,0,0,98,42,0,0,1468,1,0,0,2,2,7,0,0,24,0,836,437,2,11,3,19,0,1,37,0,1,1,0,0,1,0,8,0,0,30,214,0,2,348,1,7,0,9,272,0,0,135,0,3433,417,0,71,4,51,0,0,876,0,26,12,0,0,0,0,0,0,5,3,0,170,5,0,1,2,0,4,0,17,0,5,0,50,624,9,184,0,0,7,260,3,165,0,0,164,2,0,9,0,0,8,0,0,3,0,0,0,3,0
"109","B1907","control1-early pre-onset",0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27664,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,7,0,0,151,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,20,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1
"110","B1910","control1-late pre-onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20490,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,3,0,0,636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,4,0,0,0,0,1,0,1
"111","B1914","control1-late pre-onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2545,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","B1921","control1-early disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","B2401","LOS3-early post partum",1,0,2,0,1,55,0,1,3,0,0,22,0,3,4799,2,0,0,0,3,1,29,2,0,0,4,5,324,2,126,0,2,11,0,0,38,1,5,0,2,15,0,1,53,0,7,303,0,3,77,0,0,1,1,0,5,209,0,1,19,1,201,2,5,0,18,5,36,12,3,8,2,0,0,2,0,1,77,1,0,0,917,2,0,0,8,347,13,0,35,0,1,1,0,10,3,1,1,0,101,0,0,0,1,1,8,55,0,1,0,0,13,2,0,0,4,0,0,0,0,9,0,1319,39,36,1,23,10,2,0,0,3,2,370,7,6,2,0,1556,0,1,8,5,0,12,42,187,0,0,0,2,0,11,268,0,244,1,7,2,8,3,2,1,11,6,6,3219,114,8,6,0,0,0,6,0,2,45,0,1,0,0,1,1,0,0,2,5,4,0,0,0,0,2,0,0,0,1,7,1,10,6,71,24,1,0,1,0,4,0,16,16,19,763,0,34,0,0,0,0,1,141,38,0,0,2125,0,0,2,3,0,520,0,0,15,0,779,347,6,16,0,2,0,1,14,0,5,0,0,0,0,0,1,0,0,26,183,3,0,381,1,2,0,0,265,0,0,491,1,3277,360,0,55,2,58,5,0,705,0,14,15,0,1,0,0,0,0,5,5,0,64,0,0,0,1,0,2,0,17,2,3,0,42,639,4,130,0,0,10,223,1,122,0,0,134,43,0,11,1,3,4,0,0,1,0,0,19,7,0
"116","B2403","LOS3-early post partum",0,0,0,0,0,2,0,0,0,0,0,1,0,0,54,0,0,0,0,1,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,1,1,0,26,23358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,8,0,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,26,5,0,1,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","B2404","LOS3-early pre-onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","B2407","LOS3-early pre-onset",1,0,1,0,2,37,0,0,3,1,0,17,0,7,3354,1,0,0,0,11,14,13,2,0,0,0,0,251,3,107,0,0,17,0,1,7,1,1,0,0,46,0,1,1,0,2,205,0,1,37,0,0,0,0,0,2,231,1,0,1,1,149,4,9,0,2,2,18,6,1,9,4,0,0,2,0,0,26,0,0,0,714,3,6,1,2,253,17,0,42,0,1,0,0,8,5,0,1,0,1111,0,0,2,1,0,3,31,0,0,0,2,19,1,0,0,7,0,0,0,0,4,11,927,30,26,2,31,8,0,0,0,2,1,167,3,4,1,0,1046,0,6,0,1,0,2,25,150,0,0,0,0,0,13,305,0,212,0,21,2,5,3,1,1,2,4,7,2451,7383,3,5,0,0,0,4,0,3,23,1,0,0,0,0,2,0,0,4,5,0,0,2,0,0,2,0,0,0,0,1,0,20,7,68,15,1,2,0,0,0,0,11,23,20,452,0,16,0,0,0,0,1,202,32,1,0,208,1,2,2,2,1,0,0,2,10,0,576,309,3,6,0,11,1,1,2,0,0,0,0,0,0,0,2,0,0,31,187,0,2,279,0,0,0,0,189,0,0,57,0,2354,296,0,19,3,50,8,1,1608,0,13,10,0,1,0,0,0,0,7,5,0,26,2,0,0,1,0,1,0,13,1,6,0,35,448,9,121,0,1,2,168,2,112,0,0,140,1,0,6,1,0,8,0,0,0,0,0,1,4,0
"119","B2410","LOS3-late pre-onset",0,0,0,0,1,0,0,0,0,0,0,1,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,206,0,18,0,0,72,0,0,420,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,127,0,0,0,0,16,0,0,0,0,0,169,0,4,0,0,2,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,40,323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,10,0,2,0,0,0,4,0,2472,0,1,0,634,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,1,5,0,0,3,0,49,5,0,1,0,1,0,0,23162,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,4,0,3,3,4,0,2,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"120","B2414","LOS3-late pre-onset",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,56,0,0,1,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,24778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","B2418","LOS3-early disease",0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,43,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,141,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,0,2,0,25044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","B2421","LOS3-early disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,17,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,6730,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,1,0,0,21028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
